"","Pathway","Gene","Level"
"2421","OXPHOS subunits","mt-Co1","Pathway_Level2"
"2422","OXPHOS assembly factors","Nubpl","Pathway_Level2"
"2423","Complex I","Ndufb7","Pathway_Level2"
"2424","CI subunits","Ndufv3","Pathway_Level3"
"2425","Complex IV","Pnkd","Pathway_Level2"
"2426","Metabolism","Acss1","Pathway_Level1"
"2427","Carbohydrate metabolism","Oxct1","Pathway_Level2"
"2428","Lipid metabolism","Cpt2","Pathway_Level2"
"2429","Fatty acid oxidation","Pcca","Pathway_Level3"
"2430","Amino acid metabolism","Gcsh","Pathway_Level2"
"2431","Metals and cofactors","Cyp27b1","Pathway_Level2"
"2432","Vitamin metabolism","Sardh","Pathway_Level2"
"2433","Detoxification","Prdx6","Pathway_Level2"
"2434","Small molecule transport","Slc25a22","Pathway_Level1"
"2435","SLC25A family","Slc25a47","Pathway_Level2"
"2436","Signaling","Slc8b1","Pathway_Level1"
"2437","Mitochondrial dynamics and surveillance","Fkbp8","Pathway_Level1"
"2438","Mitochondrial central dogma","Iars2","Pathway_Level1"
"2439","mtRNA metabolism","Pnpt1","Pathway_Level2"
"2440","Translation","Mrpl13","Pathway_Level2"
"2441","Mitochondrial ribosome","Mrpl49","Pathway_Level3"
"2442","Protein import, sorting and homeostasis","Pam16","Pathway_Level1"
"2443","Protein import and sorting","Tomm6","Pathway_Level2"
"2444","Protein homeostasis","Timm10b","Pathway_Level2"
"2445","OXPHOS","Cox4i2","Pathway_Level1"
"2446","OXPHOS subunits","mt-Co2","Pathway_Level2"
"2447","OXPHOS assembly factors","Pet100","Pathway_Level2"
"2448","Complex I","Ndufb8","Pathway_Level2"
"2449","Complex IV","Sco1","Pathway_Level2"
"2450","Metabolism","Acss3","Pathway_Level1"
"2451","Carbohydrate metabolism","Oxct2a","Pathway_Level2"
"2452","Lipid metabolism","Crat","Pathway_Level2"
"2453","Fatty acid oxidation","Pccb","Pathway_Level3"
"2454","Amino acid metabolism","Gldc","Pathway_Level2"
"2455","Metals and cofactors","Dna2","Pathway_Level2"
"2456","Vitamin metabolism","Sfxn1","Pathway_Level2"
"2457","Detoxification","Prxl2a","Pathway_Level2"
"2458","Small molecule transport","Slc25a23","Pathway_Level1"
"2459","SLC25A family","Slc25a48","Pathway_Level2"
"2460","Signaling","Smdt1","Pathway_Level1"
"2461","Mitochondrial dynamics and surveillance","Fundc1","Pathway_Level1"
"2462","Mitochondrial central dogma","Kars","Pathway_Level1"
"2463","mtRNA metabolism","Polrmt","Pathway_Level2"
"2464","Translation","Mrpl14","Pathway_Level2"
"2465","Mitochondrial ribosome","Mrpl50","Pathway_Level3"
"2466","Protein import, sorting and homeostasis","Park7","Pathway_Level1"
"2467","Protein import and sorting","Tomm7","Pathway_Level2"
"2468","Protein homeostasis","Timm13","Pathway_Level2"
"2469","OXPHOS","Cox5a","Pathway_Level1"
"2470","OXPHOS subunits","mt-Co3","Pathway_Level2"
"2471","OXPHOS assembly factors","Pet117","Pathway_Level2"
"2472","Complex I","Ndufb9","Pathway_Level2"
"2473","Complex IV","Sco2","Pathway_Level2"
"2474","Metabolism","Adhfe1","Pathway_Level1"
"2475","Carbohydrate metabolism","Pcca","Pathway_Level2"
"2476","Lipid metabolism","Crls1","Pathway_Level2"
"2477","Fatty acid oxidation","Slc25a20","Pathway_Level3"
"2478","Amino acid metabolism","Gls","Pathway_Level2"
"2479","Metals and cofactors","Etfdh","Pathway_Level2"
"2480","Vitamin metabolism","Sfxn3","Pathway_Level2"
"2481","Detoxification","Selenoo","Pathway_Level2"
"2482","Small molecule transport","Slc25a24","Pathway_Level1"
"2483","SLC25A family","Slc25a5","Pathway_Level2"
"2484","Signaling","Sphkap","Pathway_Level1"
"2485","Mitochondrial dynamics and surveillance","Fundc2","Pathway_Level1"
"2486","Mitochondrial central dogma","Lactb2","Pathway_Level1"
"2487","mtRNA metabolism","Ppa2","Pathway_Level2"
"2488","Translation","Mrpl15","Pathway_Level2"
"2489","Mitochondrial ribosome","Mrpl51","Pathway_Level3"
"2490","Protein import, sorting and homeostasis","Parl","Pathway_Level1"
"2491","Protein import and sorting","Tomm70a","Pathway_Level2"
"2492","Protein homeostasis","Timm8a1","Pathway_Level2"
"2493","OXPHOS","Cox5b","Pathway_Level1"
"2494","OXPHOS subunits","mt-Cytb","Pathway_Level2"
"2495","OXPHOS assembly factors","Pnkd","Pathway_Level2"
"2496","Complex I","Ndufc1","Pathway_Level2"
"2497","Complex IV","Smim20","Pathway_Level2"
"2498","Metabolism","Agk","Pathway_Level1"
"2499","Carbohydrate metabolism","Pccb","Pathway_Level2"
"2500","Lipid metabolism","Crot","Pathway_Level2"
"2501","Amino acid metabolism","Gls2","Pathway_Level2"
"2502","Metals and cofactors","Fabp1","Pathway_Level2"
"2503","Vitamin metabolism","Shmt2","Pathway_Level2"
"2504","Detoxification","Sod1","Pathway_Level2"
"2505","Small molecule transport","Slc25a25","Pathway_Level1"
"2506","SLC25A family","Slc25a51","Pathway_Level2"
"2507","Signaling","Vdac1","Pathway_Level1"
"2508","Mitochondrial dynamics and surveillance","Ghitm","Pathway_Level1"
"2509","Mitochondrial central dogma","Lars2","Pathway_Level1"
"2510","mtRNA metabolism","Prorp","Pathway_Level2"
"2511","Translation","Mrpl16","Pathway_Level2"
"2512","Mitochondrial ribosome","Mrpl52","Pathway_Level3"
"2513","Protein import, sorting and homeostasis","Pdf","Pathway_Level1"
"2514","Protein import and sorting","Uqcrc1","Pathway_Level2"
"2515","Protein homeostasis","Timm8a2","Pathway_Level2"
"2516","OXPHOS","Cox6a1","Pathway_Level1"
"2517","OXPHOS subunits","mt-Nd1","Pathway_Level2"
"2518","OXPHOS assembly factors","Rab5if","Pathway_Level2"
"2519","Complex I","Ndufc2","Pathway_Level2"
"2520","Complex IV","Surf1","Pathway_Level2"
"2521","Metabolism","Agmat","Pathway_Level1"
"2522","Carbohydrate metabolism","Pck2","Pathway_Level2"
"2523","Lipid metabolism","Cyb5r3","Pathway_Level2"
"2524","Amino acid metabolism","Glud1","Pathway_Level2"
"2525","Metals and cofactors","Fam210b","Pathway_Level2"
"2526","Vitamin metabolism","Slc25a19","Pathway_Level2"
"2527","Detoxification","Sod2","Pathway_Level2"
"2528","Small molecule transport","Slc25a26","Pathway_Level1"
"2529","SLC25A family","Slc25a53","Pathway_Level2"
"2530","Signaling","Vdac3","Pathway_Level1"
"2531","Mitochondrial dynamics and surveillance","Htra2","Pathway_Level1"
"2532","Mitochondrial central dogma","Lig3","Pathway_Level1"
"2533","mtRNA metabolism","Ptcd1","Pathway_Level2"
"2534","Translation","Mrpl17","Pathway_Level2"
"2535","Mitochondrial ribosome","Mrpl53","Pathway_Level3"
"2536","Protein import, sorting and homeostasis","Phb","Pathway_Level1"
"2537","Protein import and sorting","Uqcrc2","Pathway_Level2"
"2538","Protein homeostasis","Timm8b","Pathway_Level2"
"2539","OXPHOS","Cox6a2","Pathway_Level1"
"2540","OXPHOS subunits","mt-Nd2","Pathway_Level2"
"2541","OXPHOS assembly factors","Sco1","Pathway_Level2"
"2542","Complex I","Ndufs1","Pathway_Level2"
"2543","Complex IV","Taco1","Pathway_Level2"
"2544","Metabolism","Agpat4","Pathway_Level1"
"2545","Carbohydrate metabolism","Pcx","Pathway_Level2"
"2546","Lipid metabolism","Cyp11a1","Pathway_Level2"
"2547","Amino acid metabolism","Glyat","Pathway_Level2"
"2548","Metals and cofactors","Fdx1","Pathway_Level2"
"2549","Vitamin metabolism","Slc25a32","Pathway_Level2"
"2550","Detoxification","Tst","Pathway_Level2"
"2551","Small molecule transport","Slc25a27","Pathway_Level1"
"2552","SLC25A family","Slc25a54","Pathway_Level2"
"2553","Mitochondrial dynamics and surveillance","Ifi27","Pathway_Level1"
"2554","Mitochondrial central dogma","Lrpprc","Pathway_Level1"
"2555","mtRNA metabolism","Ptcd2","Pathway_Level2"
"2556","Translation","Mrpl18","Pathway_Level2"
"2557","Mitochondrial ribosome","Mrpl54","Pathway_Level3"
"2558","Protein import, sorting and homeostasis","Phb2","Pathway_Level1"
"2559","Protein import and sorting","Xpnpep3","Pathway_Level2"
"2560","Protein homeostasis","Timm9","Pathway_Level2"
"2561","OXPHOS","Cox6b1","Pathway_Level1"
"2562","OXPHOS subunits","mt-Nd3","Pathway_Level2"
"2563","OXPHOS assembly factors","Sco2","Pathway_Level2"
"2564","Complex I","Ndufs2","Pathway_Level2"
"2565","Complex IV","Timm21","Pathway_Level2"
"2566","Metabolism","Agpat5","Pathway_Level1"
"2567","Carbohydrate metabolism","Pdha1","Pathway_Level2"
"2568","Lipid metabolism","Cyp11b1","Pathway_Level2"
"2569","Amino acid metabolism","Got2","Pathway_Level2"
"2570","Metals and cofactors","Fdx2","Pathway_Level2"
"2571","Vitamin metabolism","Slc25a38","Pathway_Level2"
"2572","Detoxification","Txn2","Pathway_Level2"
"2573","Small molecule transport","Slc25a28","Pathway_Level1"
"2574","SLC25A family","Ucp1","Pathway_Level2"
"2575","Mitochondrial dynamics and surveillance","Immt","Pathway_Level1"
"2576","Mitochondrial central dogma","Malsu1","Pathway_Level1"
"2577","mtRNA metabolism","Pus1","Pathway_Level2"
"2578","Translation","Mrpl19","Pathway_Level2"
"2579","Mitochondrial ribosome","Mrpl55","Pathway_Level3"
"2580","Protein import, sorting and homeostasis","Pitrm1","Pathway_Level1"
"2581","Protein homeostasis","Trap1","Pathway_Level2"
"2582","OXPHOS","Cox6b2","Pathway_Level1"
"2583","OXPHOS subunits","mt-Nd4","Pathway_Level2"
"2584","OXPHOS assembly factors","Sdhaf1","Pathway_Level2"
"2585","Complex I","Ndufs3","Pathway_Level2"
"2586","Complex IV","Tmem177","Pathway_Level2"
"2587","Metabolism","Agxt","Pathway_Level1"
"2588","Carbohydrate metabolism","Pdha2","Pathway_Level2"
"2589","Lipid metabolism","Cyp11b2","Pathway_Level2"
"2590","Amino acid metabolism","Gpt2","Pathway_Level2"
"2591","Metals and cofactors","Fdxr","Pathway_Level2"
"2592","Vitamin metabolism","Txn2","Pathway_Level2"
"2593","Detoxification","Txnrd1","Pathway_Level2"
"2594","Small molecule transport","Slc25a29","Pathway_Level1"
"2595","SLC25A family","Ucp2","Pathway_Level2"
"2596","Mitochondrial dynamics and surveillance","Marchf5","Pathway_Level1"
"2597","Mitochondrial central dogma","Mars2","Pathway_Level1"
"2598","mtRNA metabolism","Qtrt1","Pathway_Level2"
"2599","Translation","Mrpl2","Pathway_Level2"
"2600","Mitochondrial ribosome","Mrpl57","Pathway_Level3"
"2601","Protein import, sorting and homeostasis","Pmpca","Pathway_Level1"
"2602","Protein homeostasis","Usp30","Pathway_Level2"
"2603","OXPHOS","Cox6c","Pathway_Level1"
"2604","OXPHOS subunits","mt-Nd4l","Pathway_Level2"
"2605","OXPHOS assembly factors","Sdhaf2","Pathway_Level2"
"2606","Complex I","Ndufs4","Pathway_Level2"
"2607","Metabolism","Agxt2","Pathway_Level1"
"2608","Carbohydrate metabolism","Pdhb","Pathway_Level2"
"2609","Lipid metabolism","Cyp27a1","Pathway_Level2"
"2610","Amino acid metabolism","Grhpr","Pathway_Level2"
"2611","Metals and cofactors","Fech","Pathway_Level2"
"2612","Detoxification","Txnrd2","Pathway_Level2"
"2613","Small molecule transport","Slc25a3","Pathway_Level1"
"2614","SLC25A family","Ucp3","Pathway_Level2"
"2615","Mitochondrial dynamics and surveillance","Mcl1","Pathway_Level1"
"2616","Mitochondrial central dogma","Metap1d","Pathway_Level1"
"2617","mtRNA metabolism","Rcc1l","Pathway_Level2"
"2618","Translation","Mrpl20","Pathway_Level2"
"2619","Mitochondrial ribosome","Mrpl58","Pathway_Level3"
"2620","Protein import, sorting and homeostasis","Pmpcb","Pathway_Level1"
"2621","Protein homeostasis","Xpnpep3","Pathway_Level2"
"2622","OXPHOS","Cox7a1","Pathway_Level1"
"2623","OXPHOS subunits","mt-Nd5","Pathway_Level2"
"2624","OXPHOS assembly factors","Sdhaf3","Pathway_Level2"
"2625","Complex I","Ndufs5","Pathway_Level2"
"2626","Metabolism","Aifm2","Pathway_Level1"
"2627","Carbohydrate metabolism","Pdhx","Pathway_Level2"
"2628","Lipid metabolism","Dbi","Pathway_Level2"
"2629","Amino acid metabolism","Hadh","Pathway_Level2"
"2630","Metals and cofactors","Fth1","Pathway_Level2"
"2631","Small molecule transport","Slc25a30","Pathway_Level1"
"2632","Mitochondrial dynamics and surveillance","Mff","Pathway_Level1"
"2633","Mitochondrial central dogma","Mettl15","Pathway_Level1"
"2634","mtRNA metabolism","Rexo2","Pathway_Level2"
"2635","Translation","Mrpl21","Pathway_Level2"
"2636","Mitochondrial ribosome","Mrpl9","Pathway_Level3"
"2637","Protein import, sorting and homeostasis","Prss35","Pathway_Level1"
"2638","Protein homeostasis","Yme1l1","Pathway_Level2"
"2639","OXPHOS","Cox7a2","Pathway_Level1"
"2640","OXPHOS subunits","mt-Nd6","Pathway_Level2"
"2641","OXPHOS assembly factors","Sdhaf4","Pathway_Level2"
"2642","Complex I","Ndufs6","Pathway_Level2"
"2643","Metabolism","Aifm3","Pathway_Level1"
"2644","Carbohydrate metabolism","Pdk1","Pathway_Level2"
"2645","Lipid metabolism","Decr1","Pathway_Level2"
"2646","Amino acid metabolism","Hadha","Pathway_Level2"
"2647","Metals and cofactors","Ftmt","Pathway_Level2"
"2648","Small molecule transport","Slc25a31","Pathway_Level1"
"2649","Mitochondrial dynamics and surveillance","Mfn1","Pathway_Level1"
"2650","Mitochondrial central dogma","Mettl17","Pathway_Level1"
"2651","mtRNA metabolism","Rmnd1","Pathway_Level2"
"2652","Translation","Mrpl22","Pathway_Level2"
"2653","Mitochondrial ribosome","Mrps10","Pathway_Level3"
"2654","Protein import, sorting and homeostasis","Romo1","Pathway_Level1"
"2655","OXPHOS","Cox7a2l","Pathway_Level1"
"2656","OXPHOS subunits","Ndufa1","Pathway_Level2"
"2657","OXPHOS assembly factors","Smim20","Pathway_Level2"
"2658","Complex I","Ndufs7","Pathway_Level2"
"2659","Metabolism","Ak2","Pathway_Level1"
"2660","Carbohydrate metabolism","Pdk2","Pathway_Level2"
"2661","Lipid metabolism","Dhrs1","Pathway_Level2"
"2662","Amino acid metabolism","Hadhb","Pathway_Level2"
"2663","Metals and cofactors","Fxn","Pathway_Level2"
"2664","Small molecule transport","Slc25a32","Pathway_Level1"
"2665","Mitochondrial dynamics and surveillance","Mfn2","Pathway_Level1"
"2666","Mitochondrial central dogma","Mettl4","Pathway_Level1"
"2667","mtRNA metabolism","Rnaseh1","Pathway_Level2"
"2668","Translation","Mrpl23","Pathway_Level2"
"2669","Mitochondrial ribosome","Mrps11","Pathway_Level3"
"2670","Protein import, sorting and homeostasis","Samm50","Pathway_Level1"
"2671","OXPHOS","Cox7b","Pathway_Level1"
"2672","OXPHOS subunits","Ndufa10","Pathway_Level2"
"2673","OXPHOS assembly factors","Surf1","Pathway_Level2"
"2674","Complex I","Ndufs8","Pathway_Level2"
"2675","Metabolism","Ak3","Pathway_Level1"
"2676","Carbohydrate metabolism","Pdk3","Pathway_Level2"
"2677","Lipid metabolism","Ech1","Pathway_Level2"
"2678","Amino acid metabolism","Hibadh","Pathway_Level2"
"2679","Metals and cofactors","Glrx2","Pathway_Level2"
"2680","Small molecule transport","Slc25a33","Pathway_Level1"
"2681","Mitochondrial dynamics and surveillance","Mgarp","Pathway_Level1"
"2682","Mitochondrial central dogma","Mettl5","Pathway_Level1"
"2683","mtRNA metabolism","Rpusd3","Pathway_Level2"
"2684","Translation","Mrpl24","Pathway_Level2"
"2685","Mitochondrial ribosome","Mrps12","Pathway_Level3"
"2686","Protein import, sorting and homeostasis","Spg7","Pathway_Level1"
"2687","OXPHOS","Cox7c","Pathway_Level1"
"2688","OXPHOS subunits","Ndufa11","Pathway_Level2"
"2689","OXPHOS assembly factors","Taco1","Pathway_Level2"
"2690","Complex I","Ndufv1","Pathway_Level2"
"2691","Metabolism","Ak4","Pathway_Level1"
"2692","Carbohydrate metabolism","Pdk4","Pathway_Level2"
"2693","Lipid metabolism","Echdc1","Pathway_Level2"
"2694","Amino acid metabolism","Hibch","Pathway_Level2"
"2695","Metals and cofactors","Glrx5","Pathway_Level2"
"2696","Small molecule transport","Slc25a34","Pathway_Level1"
"2697","Mitochondrial dynamics and surveillance","Micos10","Pathway_Level1"
"2698","Mitochondrial central dogma","Mettl8","Pathway_Level1"
"2699","mtRNA metabolism","Rpusd4","Pathway_Level2"
"2700","Translation","Mrpl27","Pathway_Level2"
"2701","Mitochondrial ribosome","Mrps14","Pathway_Level3"
"2702","Protein import, sorting and homeostasis","Stoml2","Pathway_Level1"
"2703","OXPHOS","Cox8a","Pathway_Level1"
"2704","OXPHOS subunits","Ndufa12","Pathway_Level2"
"2705","OXPHOS assembly factors","Timm21","Pathway_Level2"
"2706","Complex I","Ndufv2","Pathway_Level2"
"2707","Metabolism","Akr1b10","Pathway_Level1"
"2708","Carbohydrate metabolism","Pdp1","Pathway_Level2"
"2709","Lipid metabolism","Echs1","Pathway_Level2"
"2710","Amino acid metabolism","Hmgcl","Pathway_Level2"
"2711","Metals and cofactors","Grpel1","Pathway_Level2"
"2712","Small molecule transport","Slc25a35","Pathway_Level1"
"2713","Mitochondrial dynamics and surveillance","Micos13","Pathway_Level1"
"2714","Mitochondrial central dogma","Mgme1","Pathway_Level1"
"2715","mtRNA metabolism","Slirp","Pathway_Level2"
"2716","Translation","Mrpl28","Pathway_Level2"
"2717","Mitochondrial ribosome","Mrps15","Pathway_Level3"
"2718","Protein import, sorting and homeostasis","Timm10","Pathway_Level1"
"2719","OXPHOS","Cox8b","Pathway_Level1"
"2720","OXPHOS subunits","Ndufa13","Pathway_Level2"
"2721","OXPHOS assembly factors","Timmdc1","Pathway_Level2"
"2722","Complex I","Ndufv3","Pathway_Level2"
"2723","Metabolism","Akr1b7","Pathway_Level1"
"2724","Carbohydrate metabolism","Pdp2","Pathway_Level2"
"2725","Lipid metabolism","Eci1","Pathway_Level2"
"2726","Amino acid metabolism","Hoga1","Pathway_Level2"
"2727","Metals and cofactors","Grpel2","Pathway_Level2"
"2728","Small molecule transport","Slc25a36","Pathway_Level1"
"2729","Mitochondrial dynamics and surveillance","Mief1","Pathway_Level1"
"2730","Mitochondrial central dogma","Mief1","Pathway_Level1"
"2731","mtRNA metabolism","Supv3l1","Pathway_Level2"
"2732","Translation","Mrpl3","Pathway_Level2"
"2733","Mitochondrial ribosome","Mrps16","Pathway_Level3"
"2734","Protein import, sorting and homeostasis","Timm10b","Pathway_Level1"
"2735","OXPHOS","Cox8c","Pathway_Level1"
"2736","OXPHOS subunits","Ndufa2","Pathway_Level2"
"2737","OXPHOS assembly factors","Tmem126a","Pathway_Level2"
"2738","Complex I","Nubpl","Pathway_Level2"
"2739","Metabolism","Akr7a5","Pathway_Level1"
"2740","Carbohydrate metabolism","Pdpr","Pathway_Level2"
"2741","Lipid metabolism","Eci2","Pathway_Level2"
"2742","Amino acid metabolism","Hsd17b10","Pathway_Level2"
"2743","Metals and cofactors","Hccs","Pathway_Level2"
"2744","Small molecule transport","Slc25a37","Pathway_Level1"
"2745","Mitochondrial dynamics and surveillance","Mief2","Pathway_Level1"
"2746","Mitochondrial central dogma","Mpv17l2","Pathway_Level1"
"2747","mtRNA metabolism","Tbrg4","Pathway_Level2"
"2748","Translation","Mrpl30","Pathway_Level2"
"2749","Mitochondrial ribosome","Mrps17","Pathway_Level3"
"2750","Protein import, sorting and homeostasis","Timm13","Pathway_Level1"
"2751","OXPHOS","Cyc1","Pathway_Level1"
"2752","OXPHOS subunits","Ndufa3","Pathway_Level2"
"2753","OXPHOS assembly factors","Tmem126b","Pathway_Level2"
"2754","Complex I","Timmdc1","Pathway_Level2"
"2755","Metabolism","Alas1","Pathway_Level1"
"2756","Carbohydrate metabolism","Rpia","Pathway_Level2"
"2757","Lipid metabolism","Ehhadh","Pathway_Level2"
"2758","Amino acid metabolism","Ivd","Pathway_Level2"
"2759","Metals and cofactors","Hscb","Pathway_Level2"
"2760","Small molecule transport","Slc25a38","Pathway_Level1"
"2761","Mitochondrial dynamics and surveillance","Miga1","Pathway_Level1"
"2762","Mitochondrial central dogma","Mrm1","Pathway_Level1"
"2763","mtRNA metabolism","Tefm","Pathway_Level2"
"2764","Translation","Mrpl32","Pathway_Level2"
"2765","Mitochondrial ribosome","Mrps18a","Pathway_Level3"
"2766","Protein import, sorting and homeostasis","Timm17a","Pathway_Level1"
"2767","OXPHOS","Cycs","Pathway_Level1"
"2768","OXPHOS subunits","Ndufa4","Pathway_Level2"
"2769","OXPHOS assembly factors","Tmem177","Pathway_Level2"
"2770","Complex I","Tmem126a","Pathway_Level2"
"2771","Metabolism","Alas2","Pathway_Level1"
"2772","Carbohydrate metabolism","Sdha","Pathway_Level2"
