"","Pathway","Gene","Level"
"2370","Small molecule transport","SLC25A20","Pathway_Level1"
"2371","SLC25A family","SLC25A45","Pathway_Level2"
"2372","Signaling","SLC25A31","Pathway_Level1"
"2373","Mitochondrial dynamics and surveillance","DNAJC11","Pathway_Level1"
"2374","Mitochondrial central dogma","GUF1","Pathway_Level1"
"2375","mtRNA metabolism","OSGEPL1","Pathway_Level2"
"2376","Translation","MRPL10","Pathway_Level2"
"2377","Mitochondrial ribosome","MRPL46","Pathway_Level3"
"2378","Protein import, sorting and homeostasis","OMA1","Pathway_Level1"
"2379","Protein import and sorting","TOMM40L","Pathway_Level2"
"2380","Protein homeostasis","STOML2","Pathway_Level2"
"2381","OXPHOS","COX18","Pathway_Level1"
"2382","OXPHOS subunits","MT-ATP8","Pathway_Level2"
"2383","OXPHOS assembly factors","NDUFAF6","Pathway_Level2"
"2384","Complex I","NDUFB3","Pathway_Level2"
"2385","CI subunits","NDUFS8","Pathway_Level3"
"2386","Complex IV","NDUFA4","Pathway_Level2"
"2387","Metabolism","ACSS1","Pathway_Level1"
"2388","Carbohydrate metabolism","OGDH","Pathway_Level2"
"2389","Lipid metabolism","CRAT","Pathway_Level2"
"2390","Fatty acid oxidation","MMUT","Pathway_Level3"
"2391","Amino acid metabolism","GCAT","Pathway_Level2"
"2392","Metals and cofactors","CYP11B2","Pathway_Level2"
"2393","Vitamin metabolism","RFK","Pathway_Level2"
"2394","Detoxification","PRDX4","Pathway_Level2"
"2395","Small molecule transport","SLC25A21","Pathway_Level1"
"2396","SLC25A family","SLC25A46","Pathway_Level2"
"2397","Signaling","SLC25A4","Pathway_Level1"
"2398","Mitochondrial dynamics and surveillance","DNM1L","Pathway_Level1"
"2399","Mitochondrial central dogma","HARS2","Pathway_Level1"
"2400","mtRNA metabolism","PDE12","Pathway_Level2"
"2401","Translation","MRPL11","Pathway_Level2"
"2402","Mitochondrial ribosome","MRPL47","Pathway_Level3"
"2403","Protein import, sorting and homeostasis","OXA1L","Pathway_Level1"
"2404","Protein import and sorting","TOMM5","Pathway_Level2"
"2405","Protein homeostasis","TIMM10","Pathway_Level2"
"2406","OXPHOS","COX19","Pathway_Level1"
"2407","OXPHOS subunits","MT-CO1","Pathway_Level2"
"2408","OXPHOS assembly factors","NDUFAF7","Pathway_Level2"
"2409","Complex I","NDUFB4","Pathway_Level2"
"2410","CI subunits","NDUFV1","Pathway_Level3"
"2411","Complex IV","PET100","Pathway_Level2"
"2412","Metabolism","ACSS3","Pathway_Level1"
"2413","Carbohydrate metabolism","OGDHL","Pathway_Level2"
"2414","Lipid metabolism","CRLS1","Pathway_Level2"
"2415","Fatty acid oxidation","PCCA","Pathway_Level3"
"2416","Amino acid metabolism","GCDH","Pathway_Level2"
"2417","Metals and cofactors","CYP24A1","Pathway_Level2"
"2418","Vitamin metabolism","SARDH","Pathway_Level2"
"2419","Detoxification","PRDX5","Pathway_Level2"
"2420","Small molecule transport","SLC25A22","Pathway_Level1"
"2421","SLC25A family","SLC25A47","Pathway_Level2"
"2422","Signaling","SLC25A5","Pathway_Level1"
"2423","Mitochondrial dynamics and surveillance","ENDOG","Pathway_Level1"
"2424","Mitochondrial central dogma","HEMK1","Pathway_Level1"
"2425","mtRNA metabolism","PNPT1","Pathway_Level2"
"2426","Translation","MRPL12","Pathway_Level2"
"2427","Mitochondrial ribosome","MRPL48","Pathway_Level3"
"2428","Protein import, sorting and homeostasis","PAM16","Pathway_Level1"
"2429","Protein import and sorting","TOMM6","Pathway_Level2"
"2430","Protein homeostasis","TIMM10B","Pathway_Level2"
"2431","OXPHOS","COX20","Pathway_Level1"
"2432","OXPHOS subunits","MT-CO2","Pathway_Level2"
"2433","OXPHOS assembly factors","NDUFAF8","Pathway_Level2"
"2434","Complex I","NDUFB5","Pathway_Level2"
"2435","CI subunits","NDUFV2","Pathway_Level3"
"2436","Complex IV","PET117","Pathway_Level2"
"2437","Metabolism","ADHFE1","Pathway_Level1"
"2438","Carbohydrate metabolism","OXCT1","Pathway_Level2"
"2439","Lipid metabolism","CROT","Pathway_Level2"
"2440","Fatty acid oxidation","PCCB","Pathway_Level3"
"2441","Amino acid metabolism","GCSH","Pathway_Level2"
"2442","Metals and cofactors","CYP27A1","Pathway_Level2"
"2443","Vitamin metabolism","SFXN1","Pathway_Level2"
"2444","Detoxification","PRDX6","Pathway_Level2"
"2445","Small molecule transport","SLC25A23","Pathway_Level1"
"2446","SLC25A family","SLC25A48","Pathway_Level2"
"2447","Signaling","SLC25A6","Pathway_Level1"
"2448","Mitochondrial dynamics and surveillance","FIS1","Pathway_Level1"
"2449","Mitochondrial central dogma","HSD17B10","Pathway_Level1"
"2450","mtRNA metabolism","POLRMT","Pathway_Level2"
"2451","Translation","MRPL13","Pathway_Level2"
"2452","Mitochondrial ribosome","MRPL49","Pathway_Level3"
"2453","Protein import, sorting and homeostasis","PARK7","Pathway_Level1"
"2454","Protein import and sorting","TOMM7","Pathway_Level2"
"2455","Protein homeostasis","TIMM13","Pathway_Level2"
"2456","OXPHOS","COX4I1","Pathway_Level1"
"2457","OXPHOS subunits","MT-CO3","Pathway_Level2"
"2458","OXPHOS assembly factors","NUBPL","Pathway_Level2"
"2459","Complex I","NDUFB6","Pathway_Level2"
"2460","CI subunits","NDUFV3","Pathway_Level3"
"2461","Complex IV","PNKD","Pathway_Level2"
"2462","Metabolism","AGK","Pathway_Level1"
"2463","Carbohydrate metabolism","OXCT2","Pathway_Level2"
"2464","Lipid metabolism","CYB5R3","Pathway_Level2"
"2465","Fatty acid oxidation","SLC25A20","Pathway_Level3"
"2466","Amino acid metabolism","GLDC","Pathway_Level2"
"2467","Metals and cofactors","CYP27B1","Pathway_Level2"
"2468","Vitamin metabolism","SFXN3","Pathway_Level2"
"2469","Detoxification","PRXL2A","Pathway_Level2"
"2470","Small molecule transport","SLC25A24","Pathway_Level1"
"2471","SLC25A family","SLC25A5","Pathway_Level2"
"2472","Signaling","SLC8B1","Pathway_Level1"
"2473","Mitochondrial dynamics and surveillance","FKBP8","Pathway_Level1"
"2474","Mitochondrial central dogma","IARS2","Pathway_Level1"
"2475","mtRNA metabolism","PPA2","Pathway_Level2"
"2476","Translation","MRPL14","Pathway_Level2"
"2477","Mitochondrial ribosome","MRPL50","Pathway_Level3"
"2478","Protein import, sorting and homeostasis","PARL","Pathway_Level1"
"2479","Protein import and sorting","TOMM70","Pathway_Level2"
"2480","Protein homeostasis","TIMM8A","Pathway_Level2"
"2481","OXPHOS","COX4I2","Pathway_Level1"
"2482","OXPHOS subunits","MT-CYB","Pathway_Level2"
"2483","OXPHOS assembly factors","PET100","Pathway_Level2"
"2484","Complex I","NDUFB7","Pathway_Level2"
"2485","Complex IV","SCO1","Pathway_Level2"
"2486","Metabolism","AGMAT","Pathway_Level1"
"2487","Carbohydrate metabolism","PC","Pathway_Level2"
"2488","Lipid metabolism","CYP11A1","Pathway_Level2"
"2489","Amino acid metabolism","GLS","Pathway_Level2"
"2490","Metals and cofactors","DNA2","Pathway_Level2"
"2491","Vitamin metabolism","SHMT2","Pathway_Level2"
"2492","Detoxification","SELENOO","Pathway_Level2"
"2493","Small molecule transport","SLC25A25","Pathway_Level1"
"2494","SLC25A family","SLC25A51","Pathway_Level2"
"2495","Signaling","SMDT1","Pathway_Level1"
"2496","Mitochondrial dynamics and surveillance","FUNDC1","Pathway_Level1"
"2497","Mitochondrial central dogma","KARS1","Pathway_Level1"
"2498","mtRNA metabolism","PRORP","Pathway_Level2"
"2499","Translation","MRPL15","Pathway_Level2"
"2500","Mitochondrial ribosome","MRPL51","Pathway_Level3"
"2501","Protein import, sorting and homeostasis","PDF","Pathway_Level1"
"2502","Protein import and sorting","UQCRC1","Pathway_Level2"
"2503","Protein homeostasis","TIMM8B","Pathway_Level2"
"2504","OXPHOS","COX5A","Pathway_Level1"
"2505","OXPHOS subunits","MT-ND1","Pathway_Level2"
"2506","OXPHOS assembly factors","PET117","Pathway_Level2"
"2507","Complex I","NDUFB8","Pathway_Level2"
"2508","Complex IV","SCO2","Pathway_Level2"
"2509","Metabolism","AGPAT4","Pathway_Level1"
"2510","Carbohydrate metabolism","PCCA","Pathway_Level2"
"2511","Lipid metabolism","CYP11B1","Pathway_Level2"
"2512","Amino acid metabolism","GLS2","Pathway_Level2"
"2513","Metals and cofactors","ETFDH","Pathway_Level2"
"2514","Vitamin metabolism","SLC25A19","Pathway_Level2"
"2515","Detoxification","SOD1","Pathway_Level2"
"2516","Small molecule transport","SLC25A26","Pathway_Level1"
"2517","SLC25A family","SLC25A52","Pathway_Level2"
"2518","Signaling","SPHKAP","Pathway_Level1"
"2519","Mitochondrial dynamics and surveillance","FUNDC2","Pathway_Level1"
"2520","Mitochondrial central dogma","LACTB2","Pathway_Level1"
"2521","mtRNA metabolism","PTCD1","Pathway_Level2"
"2522","Translation","MRPL16","Pathway_Level2"
"2523","Mitochondrial ribosome","MRPL52","Pathway_Level3"
"2524","Protein import, sorting and homeostasis","PHB","Pathway_Level1"
"2525","Protein import and sorting","UQCRC2","Pathway_Level2"
"2526","Protein homeostasis","TIMM9","Pathway_Level2"
"2527","OXPHOS","COX5B","Pathway_Level1"
"2528","OXPHOS subunits","MT-ND2","Pathway_Level2"
"2529","OXPHOS assembly factors","PNKD","Pathway_Level2"
"2530","Complex I","NDUFB9","Pathway_Level2"
"2531","Complex IV","SMIM20","Pathway_Level2"
"2532","Metabolism","AGPAT5","Pathway_Level1"
"2533","Carbohydrate metabolism","PCCB","Pathway_Level2"
"2534","Lipid metabolism","CYP11B2","Pathway_Level2"
"2535","Amino acid metabolism","GLUD1","Pathway_Level2"
"2536","Metals and cofactors","FABP1","Pathway_Level2"
"2537","Vitamin metabolism","SLC25A32","Pathway_Level2"
"2538","Detoxification","SOD2","Pathway_Level2"
"2539","Small molecule transport","SLC25A27","Pathway_Level1"
"2540","SLC25A family","SLC25A53","Pathway_Level2"
"2541","Signaling","VDAC1","Pathway_Level1"
"2542","Mitochondrial dynamics and surveillance","GHITM","Pathway_Level1"
"2543","Mitochondrial central dogma","LARS2","Pathway_Level1"
"2544","mtRNA metabolism","PTCD2","Pathway_Level2"
"2545","Translation","MRPL17","Pathway_Level2"
"2546","Mitochondrial ribosome","MRPL53","Pathway_Level3"
"2547","Protein import, sorting and homeostasis","PHB2","Pathway_Level1"
"2548","Protein import and sorting","XPNPEP3","Pathway_Level2"
"2549","Protein homeostasis","TRAP1","Pathway_Level2"
"2550","OXPHOS","COX6A1","Pathway_Level1"
"2551","OXPHOS subunits","MT-ND3","Pathway_Level2"
"2552","OXPHOS assembly factors","RAB5IF","Pathway_Level2"
"2553","Complex I","NDUFC1","Pathway_Level2"
"2554","Complex IV","SURF1","Pathway_Level2"
"2555","Metabolism","AGXT","Pathway_Level1"
"2556","Carbohydrate metabolism","PCK2","Pathway_Level2"
"2557","Lipid metabolism","CYP27A1","Pathway_Level2"
"2558","Amino acid metabolism","GLUD2","Pathway_Level2"
"2559","Metals and cofactors","FAM210B","Pathway_Level2"
"2560","Vitamin metabolism","SLC25A38","Pathway_Level2"
"2561","Detoxification","TST","Pathway_Level2"
"2562","Small molecule transport","SLC25A28","Pathway_Level1"
"2563","SLC25A family","SLC25A6","Pathway_Level2"
"2564","Signaling","VDAC3","Pathway_Level1"
"2565","Mitochondrial dynamics and surveillance","HTRA2","Pathway_Level1"
"2566","Mitochondrial central dogma","LIG3","Pathway_Level1"
"2567","mtRNA metabolism","PUS1","Pathway_Level2"
"2568","Translation","MRPL18","Pathway_Level2"
"2569","Mitochondrial ribosome","MRPL54","Pathway_Level3"
"2570","Protein import, sorting and homeostasis","PITRM1","Pathway_Level1"
"2571","Protein homeostasis","USP30","Pathway_Level2"
"2572","OXPHOS","COX6A2","Pathway_Level1"
"2573","OXPHOS subunits","MT-ND4","Pathway_Level2"
"2574","OXPHOS assembly factors","SCO1","Pathway_Level2"
"2575","Complex I","NDUFC2","Pathway_Level2"
"2576","Complex IV","TACO1","Pathway_Level2"
"2577","Metabolism","AGXT2","Pathway_Level1"
"2578","Carbohydrate metabolism","PDHA1","Pathway_Level2"
"2579","Lipid metabolism","DBI","Pathway_Level2"
"2580","Amino acid metabolism","GLYAT","Pathway_Level2"
"2581","Metals and cofactors","FDX1","Pathway_Level2"
"2582","Vitamin metabolism","TXN2","Pathway_Level2"
"2583","Detoxification","TXN2","Pathway_Level2"
"2584","Small molecule transport","SLC25A29","Pathway_Level1"
"2585","SLC25A family","UCP1","Pathway_Level2"
"2586","Mitochondrial dynamics and surveillance","IFI27","Pathway_Level1"
"2587","Mitochondrial central dogma","LRPPRC","Pathway_Level1"
"2588","mtRNA metabolism","QTRT1","Pathway_Level2"
"2589","Translation","MRPL19","Pathway_Level2"
"2590","Mitochondrial ribosome","MRPL55","Pathway_Level3"
"2591","Protein import, sorting and homeostasis","PMPCA","Pathway_Level1"
"2592","Protein homeostasis","XPNPEP3","Pathway_Level2"
"2593","OXPHOS","COX6B1","Pathway_Level1"
"2594","OXPHOS subunits","MT-ND4L","Pathway_Level2"
"2595","OXPHOS assembly factors","SCO2","Pathway_Level2"
"2596","Complex I","NDUFS1","Pathway_Level2"
"2597","Complex IV","TIMM21","Pathway_Level2"
"2598","Metabolism","AIFM2","Pathway_Level1"
"2599","Carbohydrate metabolism","PDHA2","Pathway_Level2"
"2600","Lipid metabolism","DECR1","Pathway_Level2"
"2601","Amino acid metabolism","GOT2","Pathway_Level2"
"2602","Metals and cofactors","FDX2","Pathway_Level2"
"2603","Detoxification","TXNRD1","Pathway_Level2"
"2604","Small molecule transport","SLC25A3","Pathway_Level1"
"2605","SLC25A family","UCP2","Pathway_Level2"
"2606","Mitochondrial dynamics and surveillance","IMMT","Pathway_Level1"
"2607","Mitochondrial central dogma","MALSU1","Pathway_Level1"
"2608","mtRNA metabolism","RCC1L","Pathway_Level2"
"2609","Translation","MRPL2","Pathway_Level2"
"2610","Mitochondrial ribosome","MRPL57","Pathway_Level3"
"2611","Protein import, sorting and homeostasis","PMPCB","Pathway_Level1"
"2612","Protein homeostasis","YME1L1","Pathway_Level2"
"2613","OXPHOS","COX6B2","Pathway_Level1"
"2614","OXPHOS subunits","MT-ND5","Pathway_Level2"
"2615","OXPHOS assembly factors","SDHAF1","Pathway_Level2"
"2616","Complex I","NDUFS2","Pathway_Level2"
"2617","Complex IV","TMEM177","Pathway_Level2"
"2618","Metabolism","AIFM3","Pathway_Level1"
"2619","Carbohydrate metabolism","PDHB","Pathway_Level2"
"2620","Lipid metabolism","DHRS1","Pathway_Level2"
"2621","Amino acid metabolism","GPT2","Pathway_Level2"
"2622","Metals and cofactors","FDXR","Pathway_Level2"
"2623","Detoxification","TXNRD2","Pathway_Level2"
"2624","Small molecule transport","SLC25A30","Pathway_Level1"
"2625","SLC25A family","UCP3","Pathway_Level2"
"2626","Mitochondrial dynamics and surveillance","MARCHF5","Pathway_Level1"
"2627","Mitochondrial central dogma","MARS2","Pathway_Level1"
"2628","mtRNA metabolism","REXO2","Pathway_Level2"
"2629","Translation","MRPL20","Pathway_Level2"
"2630","Mitochondrial ribosome","MRPL58","Pathway_Level3"
"2631","Protein import, sorting and homeostasis","PRSS35","Pathway_Level1"
"2632","OXPHOS","COX6C","Pathway_Level1"
"2633","OXPHOS subunits","MT-ND6","Pathway_Level2"
"2634","OXPHOS assembly factors","SDHAF2","Pathway_Level2"
"2635","Complex I","NDUFS3","Pathway_Level2"
"2636","Metabolism","AK2","Pathway_Level1"
"2637","Carbohydrate metabolism","PDHX","Pathway_Level2"
"2638","Lipid metabolism","ECH1","Pathway_Level2"
"2639","Amino acid metabolism","GRHPR","Pathway_Level2"
"2640","Metals and cofactors","FECH","Pathway_Level2"
"2641","Small molecule transport","SLC25A31","Pathway_Level1"
"2642","Mitochondrial dynamics and surveillance","MCL1","Pathway_Level1"
"2643","Mitochondrial central dogma","METAP1D","Pathway_Level1"
"2644","mtRNA metabolism","RMND1","Pathway_Level2"
"2645","Translation","MRPL21","Pathway_Level2"
"2646","Mitochondrial ribosome","MRPL9","Pathway_Level3"
"2647","Protein import, sorting and homeostasis","ROMO1","Pathway_Level1"
"2648","OXPHOS","COX7A1","Pathway_Level1"
"2649","OXPHOS subunits","NDUFA1","Pathway_Level2"
"2650","OXPHOS assembly factors","SDHAF3","Pathway_Level2"
"2651","Complex I","NDUFS4","Pathway_Level2"
"2652","Metabolism","AK3","Pathway_Level1"
"2653","Carbohydrate metabolism","PDK1","Pathway_Level2"
"2654","Lipid metabolism","ECHDC1","Pathway_Level2"
"2655","Amino acid metabolism","HADH","Pathway_Level2"
"2656","Metals and cofactors","FTH1","Pathway_Level2"
"2657","Small molecule transport","SLC25A32","Pathway_Level1"
"2658","Mitochondrial dynamics and surveillance","MFF","Pathway_Level1"
"2659","Mitochondrial central dogma","METTL15","Pathway_Level1"
"2660","mtRNA metabolism","RNASEH1","Pathway_Level2"
"2661","Translation","MRPL22","Pathway_Level2"
"2662","Mitochondrial ribosome","MRPS10","Pathway_Level3"
"2663","Protein import, sorting and homeostasis","SAMM50","Pathway_Level1"
"2664","OXPHOS","COX7A2","Pathway_Level1"
"2665","OXPHOS subunits","NDUFA10","Pathway_Level2"
"2666","OXPHOS assembly factors","SDHAF4","Pathway_Level2"
"2667","Complex I","NDUFS5","Pathway_Level2"
"2668","Metabolism","AK4","Pathway_Level1"
"2669","Carbohydrate metabolism","PDK2","Pathway_Level2"
"2670","Lipid metabolism","ECHS1","Pathway_Level2"
"2671","Amino acid metabolism","HADHA","Pathway_Level2"
"2672","Metals and cofactors","FTMT","Pathway_Level2"
"2673","Small molecule transport","SLC25A33","Pathway_Level1"
"2674","Mitochondrial dynamics and surveillance","MFN1","Pathway_Level1"
"2675","Mitochondrial central dogma","METTL17","Pathway_Level1"
"2676","mtRNA metabolism","RPUSD3","Pathway_Level2"
"2677","Translation","MRPL23","Pathway_Level2"
"2678","Mitochondrial ribosome","MRPS11","Pathway_Level3"
"2679","Protein import, sorting and homeostasis","SPG7","Pathway_Level1"
"2680","OXPHOS","COX7A2L","Pathway_Level1"
"2681","OXPHOS subunits","NDUFA11","Pathway_Level2"
"2682","OXPHOS assembly factors","SMIM20","Pathway_Level2"
"2683","Complex I","NDUFS6","Pathway_Level2"
"2684","Metabolism","AKR1B10","Pathway_Level1"
"2685","Carbohydrate metabolism","PDK3","Pathway_Level2"
"2686","Lipid metabolism","ECI1","Pathway_Level2"
"2687","Amino acid metabolism","HADHB","Pathway_Level2"
"2688","Metals and cofactors","FXN","Pathway_Level2"
"2689","Small molecule transport","SLC25A34","Pathway_Level1"
"2690","Mitochondrial dynamics and surveillance","MFN2","Pathway_Level1"
"2691","Mitochondrial central dogma","METTL4","Pathway_Level1"
"2692","mtRNA metabolism","RPUSD4","Pathway_Level2"
"2693","Translation","MRPL24","Pathway_Level2"
"2694","Mitochondrial ribosome","MRPS12","Pathway_Level3"
"2695","Protein import, sorting and homeostasis","STOML2","Pathway_Level1"
"2696","OXPHOS","COX7B","Pathway_Level1"
"2697","OXPHOS subunits","NDUFA12","Pathway_Level2"
"2698","OXPHOS assembly factors","SURF1","Pathway_Level2"
"2699","Complex I","NDUFS7","Pathway_Level2"
"2700","Metabolism","AKR7A2","Pathway_Level1"
"2701","Carbohydrate metabolism","PDK4","Pathway_Level2"
"2702","Lipid metabolism","ECI2","Pathway_Level2"
"2703","Amino acid metabolism","HIBADH","Pathway_Level2"
"2704","Metals and cofactors","GLRX2","Pathway_Level2"
"2705","Small molecule transport","SLC25A35","Pathway_Level1"
"2706","Mitochondrial dynamics and surveillance","MGARP","Pathway_Level1"
"2707","Mitochondrial central dogma","METTL5","Pathway_Level1"
"2708","mtRNA metabolism","SLIRP","Pathway_Level2"
"2709","Translation","MRPL27","Pathway_Level2"
"2710","Mitochondrial ribosome","MRPS14","Pathway_Level3"
"2711","Protein import, sorting and homeostasis","TIMM10","Pathway_Level1"
"2712","OXPHOS","COX7B2","Pathway_Level1"
"2713","OXPHOS subunits","NDUFA13","Pathway_Level2"
"2714","OXPHOS assembly factors","TACO1","Pathway_Level2"
"2715","Complex I","NDUFS8","Pathway_Level2"
"2716","Metabolism","ALAS1","Pathway_Level1"
"2717","Carbohydrate metabolism","PDP1","Pathway_Level2"
"2718","Lipid metabolism","EHHADH","Pathway_Level2"
"2719","Amino acid metabolism","HIBCH","Pathway_Level2"
"2720","Metals and cofactors","GLRX5","Pathway_Level2"
