Tissue,Group,Pathway,score
Prostate,Reproductive,OXPHOS,1508.1289940828417
Prostate,Reproductive,mtDNA nucleoid,19.90909090909091
Prostate,Reproductive,mtDNA maintenance,15.067741935483872
Prostate,Reproductive,Mitochondrial central dogma,23.542424242424243
Prostate,Reproductive,Nucleotide metabolism,41.83
Prostate,Reproductive,Nucleotide synthesis and processing,47.30833333333333
Prostate,Reproductive,Metabolism,98.00672451193068
Prostate,Reproductive,Type II fatty acid synthesis,17.444444444444443
Prostate,Reproductive,CI subunits,2289.9704545454547
Prostate,Reproductive,Fe-S cluster biosynthesis,23.821739130434782
Prostate,Reproductive,OXPHOS subunits,2482.9039215686275
Prostate,Reproductive,Metals and cofactors,274.6581967213115
Prostate,Reproductive,Lipid metabolism,32.42439024390244
Prostate,Reproductive,Pyruvate metabolism,28.86875
Prostate,Reproductive,Carbohydrate metabolism,31.110958904109587
Prostate,Reproductive,Malate-aspartate shuttle,33.55
Prostate,Reproductive,Urea cycle,2.585714285714286
Prostate,Reproductive,SLC25A family,30.607843137254903
Prostate,Reproductive,EF hand proteins,20.945454545454545
Prostate,Reproductive,Calcium homeostasis,43.87916666666666
Prostate,Reproductive,Small molecule transport,28.641176470588235
Prostate,Reproductive,Signaling,34.94583333333333
Prostate,Reproductive,Amino acid metabolism,28.98111111111111
Prostate,Reproductive,Cytochrome C,32.2
Prostate,Reproductive,Heme synthesis and processing,11.09375
Prostate,Reproductive,Mitochondrial permeability transition pore,80.05714285714285
Prostate,Reproductive,Nucleotide import,47.489999999999995
Prostate,Reproductive,Calcium uniporter,14.133333333333333
Prostate,Reproductive,Calcium cycle,35.77777777777777
Prostate,Reproductive,mtDNA replication,13.271428571428572
Prostate,Reproductive,mtDNA repair,18.555555555555557
Prostate,Reproductive,Fatty acid oxidation,30.038636363636364
Prostate,Reproductive,Protein import and sorting,40.266666666666666
Prostate,Reproductive,TIM22 carrier pathway,10.066666666666666
Prostate,Reproductive,Phospholipid metabolism,22.869565217391305
Prostate,Reproductive,Complex IV,1318.8274509803923
Prostate,Reproductive,CIV assembly factors,28.166666666666668
Prostate,Reproductive,Polycistronic mtRNA processing,18.884615384615383
Prostate,Reproductive,mtRNA metabolism,16.517105263157895
Prostate,Reproductive,Intramitochondrial membrane interactions,17.98888888888889
Prostate,Reproductive,Lysine metabolism,40.4625
Prostate,Reproductive,ROS and glutathione metabolism,84.78888888888889
Prostate,Reproductive,Xenobiotic metabolism,43.42173913043478
Prostate,Reproductive,Detoxification,61.462745098039214
Prostate,Reproductive,Preprotein cleavage,32.5
Prostate,Reproductive,CIII subunits,1622.8600000000001
Prostate,Reproductive,Complex III,1022.1312499999999
Prostate,Reproductive,CIII assembly factors,20.916666666666668
Prostate,Reproductive,mt-tRNA synthetases,12.622727272727273
Prostate,Reproductive,Translation,28.11806451612903
Prostate,Reproductive,Electron carriers,1043.3
Prostate,Reproductive,"Q-linked reactions, other",18.80909090909091
Prostate,Reproductive,Choline and betaine metabolism,23.45714285714286
Prostate,Reproductive,Glycine metabolism,20.5
Prostate,Reproductive,Folate and 1-C metabolism,13.033333333333333
Prostate,Reproductive,Vitamin metabolism,16.812244897959182
Prostate,Reproductive,Vitamin D metabolism,4.55
Prostate,Reproductive,Heme-containing proteins,2168.346153846154
Prostate,Reproductive,Fe-S-containing proteins,31.361290322580647
Prostate,Reproductive,Vitamin C metabolism,38.95
Prostate,Reproductive,TOM,99.73333333333332
Prostate,Reproductive,Cardiolipin synthesis,20.43125
Prostate,Reproductive,mt-rRNA modifications,16.711111111111112
Prostate,Reproductive,Mitochondrial ribosome assembly,16.145833333333332
Prostate,Reproductive,mtRNA granules,14.839285714285715
Prostate,Reproductive,mt-tRNA modifications,11.840909090909092
Prostate,Reproductive,Mitochondrial ribosome,36.797590361445785
Prostate,Reproductive,Mitophagy,85.87857142857143
Prostate,Reproductive,Autophagy,73.61666666666666
Prostate,Reproductive,GABA metabolism,35.028571428571425
Prostate,Reproductive,Proline metabolism,32.96666666666667
Prostate,Reproductive,Gluconeogenesis,36.03333333333333
Prostate,Reproductive,TCA-associated,26.08
Prostate,Reproductive,TCA cycle,46.825
Prostate,Reproductive,Fission,26.093333333333334
Prostate,Reproductive,Cholesterol-associated,53.6
Prostate,Reproductive,Coenzyme A metabolism,14.34
Prostate,Reproductive,Catechol metabolism,72.76666666666667
Prostate,Reproductive,cAMP-PKA signaling,18.15
Prostate,Reproductive,"Cholesterol, bile acid, steroid synthesis",33.51428571428571
Prostate,Reproductive,Branched-chain amino acid metabolism,35.048
Prostate,Reproductive,Selenoproteins,101.38
Prostate,Reproductive,Complex II,42.25
Prostate,Reproductive,CII subunits,67.4
Prostate,Reproductive,Ketone metabolism,32.525
Prostate,Reproductive,TIM23 presequence pathway,44.03333333333333
Prostate,Reproductive,Translation factors,26.63125
Prostate,Reproductive,Copper metabolism,51.27142857142857
Prostate,Reproductive,mtRNA stability and decay,23.152941176470588
Prostate,Reproductive,Biotin utilizing proteins,17.42
Prostate,Reproductive,Chaperones,47.79375
Prostate,Reproductive,Branched-chain amino acid dehydrogenase complex,24.683333333333334
Prostate,Reproductive,Coenzyme Q metabolism,16.946153846153845
Prostate,Reproductive,Immune response,34.58
Prostate,Reproductive,NAD biosynthesis and metabolism,13.27142857142857
Prostate,Reproductive,Glycine cleavage system,19.225
Prostate,Reproductive,Complex V,2676.499999999999
Prostate,Reproductive,CV subunits,3310.461904761904
Prostate,Reproductive,Transcription,15.7
Prostate,Reproductive,Amidoxime reducing complex,71.95
Prostate,Reproductive,SAM,25.233333333333334
Prostate,Reproductive,Respirasome assembly,83.4
Prostate,Reproductive,mtDNA modifications,6.6
Prostate,Reproductive,ABC transporters,8.95
Prostate,Reproductive,Sulfur metabolism,33.27272727272727
Prostate,Reproductive,Trafficking,23.742857142857144
Prostate,Reproductive,Itaconate metabolism,29.333333333333332
Prostate,Reproductive,Cytochromes,3860.65
Prostate,Reproductive,fMet processing,4.533333333333333
Prostate,Reproductive,Import motor,12.700000000000001
Prostate,Reproductive,Organelle contact sites,37.51428571428571
Prostate,Reproductive,MICOS complex,20.67142857142857
Prostate,Reproductive,Cristae formation,69.25454545454545
Prostate,Reproductive,Sideroflexins,9.459999999999999
Prostate,Reproductive,Serine metabolism,8.879999999999999
Prostate,Reproductive,mt-mRNA modifications,11.875
Prostate,Reproductive,Vitamin B6 metabolism,14.25
Prostate,Reproductive,Fusion,23.455555555555556
Prostate,Reproductive,Carnitine synthesis and transport,11.766666666666667
Prostate,Reproductive,Carnitine shuttle,12.78
Prostate,Reproductive,Glyoxylate metabolism,48.0875
Prostate,Reproductive,CIV subunits,3162.628571428572
Prostate,Reproductive,Propanoate metabolism,23.8
Prostate,Reproductive,Glycerol phosphate shuttle,11
Prostate,Reproductive,Glutamate metabolism,29.1375
Prostate,Reproductive,Tetrahydrobiopterin synthesis,20.233333333333334
Prostate,Reproductive,Kynurenine metabolism,27.066666666666666
Prostate,Reproductive,Molybdenum cofactor synthesis and proteins,19.24
Prostate,Reproductive,Lipoate insertion,8.524999999999999
Prostate,Reproductive,CV assembly factors,13.86
Prostate,Reproductive,Iron homeostasis,597
Prostate,Reproductive,Vitamin B1 metabolism,6.2
Prostate,Reproductive,mtDNA stability and decay,9.166666666666666
Prostate,Reproductive,MIA40,15.200000000000001
Prostate,Reproductive,Creatine metabolism,8.3
Prostate,Reproductive,Vitamin B2 metabolism,15.233333333333334
Prostate,Reproductive,Vitamin B12 metabolism,31.85
Prostate,Reproductive,Eicosanoid metabolism,52.13333333333333
Prostate,Reproductive,CII assembly factors,17.1
Prostate,Reproductive,OXA,45.4
Prostate,Reproductive,Vitamin A metabolism,11.020000000000001
Rectum,Digestive,Apoptosis,38.73714285714286
Rectum,Digestive,Mitochondrial dynamics and surveillance,42.15673076923077
Rectum,Digestive,Proteases,17.485714285714284
Rectum,Digestive,Protein homeostasis,33.26470588235294
Rectum,Digestive,"Protein import, sorting and homeostasis",39.99883720930232
Rectum,Digestive,CI assembly factors,14.73181818181818
Rectum,Digestive,Complex I,963.6848484848484
Rectum,Digestive,OXPHOS assembly factors,25.435294117647057
Rectum,Digestive,OXPHOS,1087.3550295857983
Rectum,Digestive,mtDNA nucleoid,17.927272727272726
Rectum,Digestive,mtDNA maintenance,14.55483870967742
Rectum,Digestive,Mitochondrial central dogma,22.616883116883116
Rectum,Digestive,Nucleotide metabolism,50.525
Rectum,Digestive,Nucleotide synthesis and processing,46.05833333333333
Rectum,Digestive,Metabolism,130.2167028199565
Rectum,Digestive,Type II fatty acid synthesis,18.866666666666667
Rectum,Digestive,CI subunits,1438.1613636363636
Rectum,Digestive,Fe-S cluster biosynthesis,23.06086956521739
Rectum,Digestive,OXPHOS subunits,1785.0294117647065
Rectum,Digestive,Metals and cofactors,392.09672131147545
Rectum,Digestive,Lipid metabolism,61.74715447154472
Rectum,Digestive,Pyruvate metabolism,34.3875
Rectum,Digestive,Carbohydrate metabolism,45.54246575342466
Rectum,Digestive,Malate-aspartate shuttle,35.7
Rectum,Digestive,Urea cycle,4.5285714285714285
Rectum,Digestive,SLC25A family,32.80392156862745
Rectum,Digestive,EF hand proteins,17.490909090909092
Rectum,Digestive,Calcium homeostasis,66.47083333333333
Rectum,Digestive,Small molecule transport,32.41176470588235
Rectum,Digestive,Signaling,50.84166666666667
Rectum,Digestive,Amino acid metabolism,28.436666666666667
Rectum,Digestive,Cytochrome C,131.45
Rectum,Digestive,Heme synthesis and processing,227.63125
Rectum,Digestive,Mitochondrial permeability transition pore,140.42857142857142
Rectum,Digestive,Nucleotide import,75.15
Rectum,Digestive,Calcium uniporter,19.71666666666667
Rectum,Digestive,Calcium cycle,54.37777777777778
Rectum,Digestive,mtDNA replication,13.014285714285714
Rectum,Digestive,mtDNA repair,18.7
Rectum,Digestive,Fatty acid oxidation,35.456818181818186
Rectum,Digestive,Protein import and sorting,41.31875
Rectum,Digestive,TIM22 carrier pathway,6.533333333333333
Rectum,Digestive,Phospholipid metabolism,28.304347826086957
Rectum,Digestive,Complex IV,1652.6705882352944
Rectum,Digestive,CIV assembly factors,32.96333333333333
Rectum,Digestive,Polycistronic mtRNA processing,22.807692307692307
Rectum,Digestive,mtRNA metabolism,17.201315789473686
Rectum,Digestive,Intramitochondrial membrane interactions,22.555555555555557
Rectum,Digestive,Lysine metabolism,57.575
Rectum,Digestive,ROS and glutathione metabolism,73.87407407407407
Rectum,Digestive,Xenobiotic metabolism,52.40869565217391
Rectum,Digestive,Detoxification,58.63725490196079
Rectum,Digestive,Preprotein cleavage,59.862500000000004
Rectum,Digestive,CIII subunits,1036.39
Rectum,Digestive,Complex III,654.0687499999999
Rectum,Digestive,CIII assembly factors,16.866666666666667
Rectum,Digestive,mt-tRNA synthetases,16.972727272727273
Rectum,Digestive,Translation,27.085806451612903
Rectum,Digestive,Electron carriers,651.7666666666667
Rectum,Digestive,"Q-linked reactions, other",39.04545454545455
Rectum,Digestive,Choline and betaine metabolism,33.01428571428571
Rectum,Digestive,Glycine metabolism,28.42666666666667
Rectum,Digestive,Folate and 1-C metabolism,11.561904761904762
Rectum,Digestive,Vitamin metabolism,18.102040816326532
Rectum,Digestive,Vitamin D metabolism,3.6500000000000004
Rectum,Digestive,Heme-containing proteins,2950.2999999999997
Rectum,Digestive,Fe-S-containing proteins,33.63225806451613
Rectum,Digestive,Vitamin C metabolism,36.650000000000006
Rectum,Digestive,TOM,93.75555555555556
Rectum,Digestive,Cardiolipin synthesis,18.24375
Rectum,Digestive,mt-rRNA modifications,13.866666666666667
Rectum,Digestive,Mitochondrial ribosome assembly,14.925
Rectum,Digestive,mtRNA granules,17.71785714285714
Rectum,Digestive,mt-tRNA modifications,11.318181818181818
Rectum,Digestive,Mitochondrial ribosome,32.04819277108434
Rectum,Digestive,Mitophagy,61.97142857142857
Rectum,Digestive,Autophagy,54.28888888888889
Rectum,Digestive,GABA metabolism,22.4
Rectum,Digestive,Proline metabolism,25.599999999999998
Rectum,Digestive,Gluconeogenesis,33.94444444444444
Rectum,Digestive,TCA-associated,23.833333333333336
Rectum,Digestive,TCA cycle,83.74
Rectum,Digestive,Fission,17.906666666666666
Rectum,Digestive,Cholesterol-associated,69.25
Rectum,Digestive,Coenzyme A metabolism,10.82
Rectum,Digestive,Catechol metabolism,52.2
Rectum,Digestive,cAMP-PKA signaling,13.883333333333333
Rectum,Digestive,"Cholesterol, bile acid, steroid synthesis",34.74285714285715
Rectum,Digestive,Branched-chain amino acid metabolism,39.748
Rectum,Digestive,Selenoproteins,41.56
Rectum,Digestive,Complex II,75.55
Rectum,Digestive,CII subunits,135.675
Rectum,Digestive,Ketone metabolism,79.5875
Rectum,Digestive,TIM23 presequence pathway,32.38333333333333
Rectum,Digestive,Translation factors,32.9125
Rectum,Digestive,Copper metabolism,71.0142857142857
Rectum,Digestive,mtRNA stability and decay,27.170588235294115
Rectum,Digestive,Biotin utilizing proteins,12.86
Rectum,Digestive,Chaperones,55.2625
Rectum,Digestive,Branched-chain amino acid dehydrogenase complex,27.55
Rectum,Digestive,Coenzyme Q metabolism,15.407692307692308
Rectum,Digestive,Immune response,77.08
Rectum,Digestive,NAD biosynthesis and metabolism,11.864285714285714
Rectum,Digestive,Glycine cleavage system,31.4
Rectum,Digestive,Complex V,938.8384615384615
Rectum,Digestive,CV subunits,1158.4333333333334
Rectum,Digestive,Transcription,14.7125
Rectum,Digestive,Amidoxime reducing complex,57.724999999999994
Rectum,Digestive,SAM,30.23333333333333
Rectum,Digestive,Respirasome assembly,125.04999999999998
Rectum,Digestive,mtDNA modifications,6.8
Rectum,Digestive,ABC transporters,9.6
Rectum,Digestive,Sulfur metabolism,59.29090909090909
Rectum,Digestive,Trafficking,11.028571428571428
Rectum,Digestive,Itaconate metabolism,65.18333333333334
Rectum,Digestive,Cytochromes,2336.75
Rectum,Digestive,fMet processing,1.8666666666666667
Rectum,Digestive,Import motor,8.516666666666667
Rectum,Digestive,Organelle contact sites,25.55
Rectum,Digestive,MICOS complex,26.771428571428572
Rectum,Digestive,Cristae formation,105.31818181818181
Rectum,Digestive,Sideroflexins,12.02
Rectum,Digestive,Serine metabolism,12.92
Rectum,Digestive,mt-mRNA modifications,9.9
Rectum,Digestive,Vitamin B6 metabolism,23.450000000000003
Rectum,Digestive,Fusion,18.11111111111111
Rectum,Digestive,Carnitine synthesis and transport,20.983333333333334
Rectum,Digestive,Carnitine shuttle,22.66
Rectum,Digestive,Glyoxylate metabolism,48.025
Rectum,Digestive,CIV subunits,3966.5380952380956
Rectum,Digestive,Propanoate metabolism,29.049999999999997
Rectum,Digestive,Glycerol phosphate shuttle,18.1
Rectum,Digestive,Glutamate metabolism,21.375
Rectum,Digestive,Tetrahydrobiopterin synthesis,19.03333333333333
Rectum,Digestive,Kynurenine metabolism,29.566666666666666
Rectum,Digestive,Molybdenum cofactor synthesis and proteins,14.16
Rectum,Digestive,Lipoate insertion,7.3
Rectum,Digestive,CV assembly factors,16.54
Rectum,Digestive,Iron homeostasis,692.06
Rectum,Digestive,Vitamin B1 metabolism,8.9
Rectum,Digestive,mtDNA stability and decay,7.5
Rectum,Digestive,MIA40,19.066666666666666
Rectum,Digestive,Creatine metabolism,37.25
Rectum,Digestive,Vitamin B2 metabolism,16.633333333333333
Rectum,Digestive,Vitamin B12 metabolism,31.550000000000004
Rectum,Digestive,Eicosanoid metabolism,86.06666666666666
Rectum,Digestive,CII assembly factors,15.424999999999999
Rectum,Digestive,OXA,58.3
Rectum,Digestive,Vitamin A metabolism,14.879999999999999
Retina,Other,Apoptosis,45.18285714285714
Retina,Other,Mitochondrial dynamics and surveillance,46.09134615384615
Retina,Other,Proteases,15.185714285714285
Retina,Other,Protein homeostasis,23.564705882352943
Retina,Other,"Protein import, sorting and homeostasis",29.524418604651164
Retina,Other,CI assembly factors,12.286363636363635
Retina,Other,Complex I,900.4075757575755
Retina,Other,OXPHOS assembly factors,22.222058823529412
Retina,Other,OXPHOS,855.0875739644968
Retina,Other,mtDNA nucleoid,13.59090909090909
Retina,Other,mtDNA maintenance,10.280645161290323
Retina,Other,Mitochondrial central dogma,16.770562770562773
Retina,Other,Nucleotide metabolism,27.95
Retina,Other,Nucleotide synthesis and processing,26.883333333333333
Retina,Other,Metabolism,73.11648590021693
Retina,Other,Type II fatty acid synthesis,19.233333333333334
Retina,Other,CI subunits,1344.4681818181818
Retina,Other,Fe-S cluster biosynthesis,20.017391304347825
Retina,Other,OXPHOS subunits,1402.564705882353
Retina,Other,Metals and cofactors,219.80983606557376
Retina,Other,Lipid metabolism,16.648780487804878
Retina,Other,Pyruvate metabolism,22.7
Retina,Other,Carbohydrate metabolism,23.36849315068493
Retina,Other,Malate-aspartate shuttle,32.06666666666667
Retina,Other,Urea cycle,4.771428571428571
Retina,Other,SLC25A family,22.28627450980392
Retina,Other,EF hand proteins,27.80909090909091
Retina,Other,Calcium homeostasis,50.53333333333333
Retina,Other,Small molecule transport,27.18235294117647
Retina,Other,Signaling,35.079166666666666
Retina,Other,Amino acid metabolism,19.833333333333332
Retina,Other,Cytochrome C,84.45
Retina,Other,Heme synthesis and processing,8.1
Retina,Other,Mitochondrial permeability transition pore,101.42857142857143
